seed,variant,phase,step,examples_seen,old_examples_seen,new_examples_seen,valid_joint_loss,valid_joint_micro_accuracy,valid_joint_macro_accuracy,mean_lin1_update_norm,mean_lin2_update_norm,mean_lin1_weight_norm,mean_lin2_weight_norm,mean_hidden_active_fraction
0,oja,iid,1050,67152,33526,33626,0.5936597629547119,82.38,80.92072518882992,14.985054626464844,0.45751780807971953,10.0,8.282602615356446,0.9985031044483185
0,oja,iid,1100,70352,35191,35161,0.5799155228614807,82.55,80.64894528448627,14.927036361694336,0.4161780321598053,10.0,8.391080093383788,0.9986093521118165
0,oja,iid,1150,73552,36769,36783,0.5832027210235595,82.43,80.56601036253458,14.876431427001954,0.435313777923584,10.0,8.49216823577881,0.9988906049728393
0,oja,iid,1200,76752,38364,38388,0.5743872065067291,82.2,80.27364488789974,14.836315002441406,0.4493454551696777,10.0,8.5837774848938,0.9986593532562256
0,oja,iid,1250,79952,39951,40001,0.5778495366096497,82.57,81.40227265972717,14.81130033493042,0.44499059706926347,10.0,8.673148212432862,0.9985187280178071
0,oja,iid,1300,83152,41553,41599,0.5655102711200715,82.53,80.57043819681257,14.82318868637085,0.42280668556690215,10.0,8.768035507202148,0.9986562275886536
0,oja,iid,1350,86352,43183,43169,0.5630664234638214,82.66,81.19453745225455,14.886804847717285,0.4298673802614212,10.0,8.856840686798096,0.9983062267303466
0,oja,iid,1400,89552,44792,44760,0.5588928864479065,82.82,81.22269007260867,14.658843097686768,0.4318614900112152,10.0,8.947343616485595,0.9983812272548676
0,oja,iid,1450,92752,46336,46416,0.5587955440521241,83.43,82.14722380905903,14.65367311477661,0.439694864153862,10.0,9.02740915298462,0.99848748087883
0,oja,iid,1500,95952,47919,48033,0.5478680582046509,83.7,82.09461184123471,14.71046714782715,0.42541629672050474,10.0,9.095272598266602,0.9979187262058258
0,oja,iid,1550,99152,49557,49595,0.5466284430980682,83.44,81.89118652293158,14.781274147033692,0.4105452436208725,10.0,9.182331428527831,0.9981781005859375
0,oja,iid,1600,102304,51181,51123,0.5391068931102753,84.08,82.42382845120156,14.858359031677246,0.44589745581150053,10.0,9.263760509490966,0.9980624830722808
0,oja,iid,1650,105504,52788,52716,0.5467130445480347,83.68,82.2843592099559,14.82114761352539,0.41932756125926973,10.0,9.336365394592285,0.9978406012058259
0,oja,iid,1700,108704,54309,54395,0.5526510370254517,83.15,82.17229952093967,14.532103633880615,0.4096138766407967,10.0,9.419674701690674,0.998331229686737
0,oja,iid,1750,111904,55914,55990,0.5322361927986144,84.23,82.5913457721636,14.796213340759277,0.40261279881000517,10.0,9.50638551712036,0.9979249775409699
0,oja,iid,1800,115104,57520,57584,0.5335022423267365,84.03,82.59969444105484,14.634947834014893,0.4211738646030426,10.0,9.573339309692383,0.9982874798774719
0,oja,iid,1850,118304,59079,59225,0.5344407249450683,83.81,82.45004833101129,14.714774112701416,0.40168379366397855,10.0,9.648713893890381,0.9981374812126159
0,oja,iid,1900,121504,60700,60804,0.5281750940799713,84.12,82.40544871889053,14.696449146270751,0.37783999800682067,10.0,9.723532485961915,0.9978905999660492
0,oja,iid,1950,124704,62331,62373,0.5290181510925293,84.13,82.63994620567918,14.595787925720215,0.4201293095946312,10.0,9.787566795349122,0.9980718541145325
0,oja,iid,2000,127904,63923,63981,0.527171195602417,84.08,82.58921099503611,14.662036781311036,0.4101898396015167,10.0,9.846894702911378,0.9979781007766724
0,oja,iid,2050,131104,65529,65575,0.53080223031044,84.14,82.82512386162931,14.543410110473634,0.4223754990100861,10.0,9.91011474609375,0.9984156024456025
0,oja,iid,2100,134304,67118,67186,0.5176544362545014,84.6,82.92330010001649,14.602258472442626,0.41315026819705963,10.0,9.97239896774292,0.9981218576431274
0,oja,iid,2150,137504,68734,68770,0.5136319890975952,84.84,82.98157482477076,14.62664291381836,0.41171144902706147,10.0,10.040448780059814,0.9977843499183655
0,oja,iid,2200,140704,70374,70330,0.5227947647571564,84.24,82.83888923274435,14.79297887802124,0.37939906388521194,10.0,10.11550319671631,0.9977874767780304
0,oja,iid,2250,143904,71979,71925,0.5184754020214081,84.4,82.8843544100686,14.795776748657227,0.3922430562973023,10.0,10.189804134368897,0.9975812232494354
0,oja,iid,2300,147104,73575,73529,0.5138385437488556,84.65,83.17635780871751,14.643057041168213,0.39899478256702425,10.0,10.262265033721924,0.9978687262535095
0,oja,iid,2350,150256,75140,75116,0.5118723000049591,84.87,83.19612391395039,14.77474287033081,0.4256188535690308,10.0,10.340670261383057,0.9981624794006347
0,oja,iid,2400,153456,76751,76705,0.512008119058609,84.61,83.15168683570292,14.636044769287109,0.4088468015193939,10.0,10.411633701324464,0.9980406022071838
0,oja,iid,2450,156656,78305,78351,0.5151587491989136,84.78,83.60766783795668,14.56278076171875,0.42621886551380156,10.0,10.472290134429931,0.9981249785423278
0,oja,iid,2500,159856,79872,79984,0.508611039686203,84.53,83.06865824131121,14.464932689666748,0.4193834608793259,10.0,10.531006660461426,0.9980906045436859
0,oja,iid,2550,163056,81485,81571,0.5067208936214447,85.03,83.52039286295671,14.716125965118408,0.3923394200205803,10.0,10.586563472747804,0.9977749752998352
0,oja,iid,2600,166256,83071,83185,0.5043220691204071,84.85,83.28702294038284,14.606328182220459,0.381057950258255,10.0,10.64600414276123,0.9977718544006348
0,oja,iid,2650,169456,84686,84770,0.5045091782093049,84.94,83.57056167711242,14.756116752624513,0.40615319162607194,10.0,10.704937286376953,0.9981156039237976
0,oja,iid,2700,172656,86289,86367,0.5091398765563965,84.99,83.85857670196042,14.832251586914062,0.3976925775408745,10.0,10.756571292877197,0.997781230211258
0,oja,iid,2750,175856,87926,87930,0.4967602585315704,85.28,83.68936732556054,14.519998950958252,0.38329198986291885,10.0,10.822326622009278,0.9979624783992768
0,oja,iid,2800,179056,89463,89593,0.5057360417366028,84.95,83.7785017651267,14.657830810546875,0.3969800415635109,10.0,10.880069103240967,0.9980843496322632
0,oja,iid,2850,182256,91058,91198,0.4942969905376434,85.45,83.89302022308932,14.656479148864745,0.3949495431780815,10.0,10.942221240997315,0.9981749773025512
0,oja,iid,2900,185456,92652,92804,0.5012650080680847,85.2,84.00162926323661,14.60588487625122,0.4077300149202347,10.0,11.002190551757813,0.9982937276363373
0,oja,iid,2950,188656,94321,94335,0.4957019998073578,85.46,84.13413248524094,14.797863597869872,0.3678464901447296,10.0,11.05944236755371,0.9978812253475189
0,oja,iid,3000,191856,95945,95911,0.495019261264801,85.52,84.18613518169067,14.88301414489746,0.38319250762462614,10.0,11.119001846313477,0.9979937255382538
0,oja,iid,3050,195056,97520,97536,0.4957447899341583,85.32,84.07410085089616,14.574551258087158,0.3885186505317688,10.0,11.175458869934083,0.9981374776363373
0,oja,iid,3100,198256,99112,99144,0.4941553841114044,85.18,83.85735251066554,14.600043201446534,0.40170839816331866,10.0,11.229928894042969,0.9981343519687652
0,oja,iid,3150,201408,100699,100709,0.4907920081615448,85.45,84.00167154491274,14.848679065704346,0.4313457524776459,10.0,11.279746017456056,0.997993723154068
0,oja,iid,3200,204608,102347,102261,0.4918431875228882,85.27,83.97895471075682,14.833279476165771,0.39721434116363524,10.0,11.322288055419921,0.9981499743461609
0,oja,iid,3250,207808,103969,103839,0.4816294743061066,86.01,84.34181029720347,14.795649757385254,0.3924615225195885,10.0,11.368974742889405,0.9980124771595001
0,oja,iid,3300,211008,105546,105462,0.48519213080406187,85.68,83.98154344567467,14.67100664138794,0.37738845437765123,10.0,11.418595447540284,0.9981999790668488
0,oja,iid,3350,214208,107164,107044,0.49102681193351744,85.73,84.42711830937932,14.748018627166749,0.3827060720324516,10.0,11.469958000183105,0.9982249784469605
0,oja,iid,3400,217408,108727,108681,0.48873803977966307,85.82,84.51296156480896,14.625720996856689,0.3719950518012047,10.0,11.522944431304932,0.9984249758720398
0,oja,iid,3450,220608,110296,110312,0.48282211480140685,86.03,84.68024981050543,14.69068281173706,0.388547385931015,10.0,11.574847526550293,0.9980374813079834
0,oja,iid,3500,223808,111888,111920,0.4793465223312378,85.9,84.37356921022874,14.727009296417236,0.3782022097706795,10.0,11.62083023071289,0.9978499829769134
0,oja,iid,3550,227008,113462,113546,0.48467383913993833,85.94,84.59706874728401,14.801841735839844,0.3855899584293365,10.0,11.672446689605714,0.9978624820709229
0,oja,iid,3600,230208,115062,115146,0.48337074756622317,86.21,84.74969893634457,14.559065532684325,0.3601592069864273,10.0,11.721748085021973,0.9982062292098999
0,oja,iid,3650,233408,116669,116739,0.4844193653106689,85.81,84.17180310299538,14.592984809875489,0.40179139643907547,10.0,11.767391986846924,0.9982531070709229
0,oja,iid,3700,236608,118276,118332,0.4799538514614105,85.82,83.8807510727376,14.639586811065675,0.37273005455732344,10.0,11.814509143829346,0.9979499781131744
0,oja,iid,3750,239808,119835,119973,0.47883146352767947,86.1,84.48835390087069,14.521467685699463,0.38616076946258543,10.0,11.866925125122071,0.9984187281131744
0,oja,iid,3800,243008,121434,121574,0.48549222240448,85.91,84.62285616972297,14.726190738677978,0.3921979281306267,10.0,11.907532024383546,0.9980718517303466
0,oja,iid,3850,246208,123063,123145,0.48324498662948606,85.98,84.70498182157527,14.796646099090577,0.3998756784200668,10.0,11.953099822998047,0.9982624781131745
0,oja,iid,3900,249408,124699,124709,0.478364307308197,85.91,84.2344886153767,14.766228504180908,0.37809549033641815,10.0,11.989798412322997,0.9981812286376953
0,oja,iid,3950,252560,126231,126329,0.4822981770515442,85.7,84.23504448720978,14.80964849472046,0.384848869740963,10.0,12.034438571929932,0.9982343566417694
0,oja,iid,4000,255760,127879,127881,0.47859462432861327,86.04,84.57147994282165,14.607653942108154,0.36794975578784944,10.0,12.080062847137452,0.9982374799251557
1,oja,iid,0,0,0,0,2.3142051654815674,14.07,12.389062054102723,,,,,
1,oja,iid,50,3200,1596,1604,1.9255046600341796,58.96,54.51261474967589,9.251919431686401,0.7218264895677566,10.0,1.935515263080597,1.0
1,oja,iid,100,6400,3193,3207,1.478007975769043,71.93,66.468036337636,11.25661808013916,0.6761334657669067,10.0,2.596819133758545,1.0
1,oja,iid,150,9600,4797,4803,1.1665755828857423,73.24,68.11906501031862,13.267179946899414,0.6048125302791596,10.0,3.4881074810028077,1.0
1,oja,iid,200,12800,6452,6348,0.9805771120071411,76.09,71.56985787209261,14.474652843475342,0.5718946409225464,10.0,4.270993213653565,1.0
1,oja,iid,250,16000,8035,7965,0.887069429397583,78.38,75.35911860377105,15.333913402557373,0.5550788360834121,10.0,4.896081733703613,1.0
1,oja,iid,300,19200,9647,9553,0.8106982474327087,78.77,75.08184788386833,15.900929279327393,0.5518025058507919,10.0,5.389261112213135,1.0
1,oja,iid,350,22400,11252,11148,0.7703635731697083,78.5,74.95456631401728,15.915382900238036,0.504034925699234,10.0,5.78842490196228,1.0
1,oja,iid,400,25600,12840,12760,0.7497506074905396,78.99,76.08959018739174,15.820033092498779,0.537697314620018,10.0,6.10897424697876,1.0
1,oja,iid,450,28800,14445,14355,0.7223073533058166,79.4,76.127575233003,15.882932682037353,0.5030848175287247,10.0,6.3918099784851075,0.9999937486648559
1,oja,iid,500,32000,16043,15957,0.7173131940841675,79.24,76.69350782175502,15.691451568603515,0.49647281765937806,10.0,6.64565110206604,0.9999781215190887
1,oja,iid,550,35200,17659,17541,0.6943820571899414,79.17,76.03846021491492,15.558364868164062,0.4777329176664352,10.0,6.861685552597046,0.9998656165599823
1,oja,iid,600,38400,19255,19145,0.6907663725852966,79.47,77.43729248659028,15.291257610321045,0.49712105631828307,10.0,7.052218198776245,0.9997812366485596
1,oja,iid,650,41600,20792,20808,0.6788962526321412,80.0,78.18001910949268,15.227533550262452,0.5060836231708526,10.0,7.2350084400177,0.9998687386512757
1,oja,iid,700,44800,22364,22436,0.6692482239723205,79.65,77.5714556322616,15.170894584655763,0.5044447791576385,10.0,7.400266027450561,0.9997374796867371
1,oja,iid,750,48000,23954,24046,0.6522788269042968,80.45,78.13550198098294,15.010298347473144,0.4783236163854599,10.0,7.548594932556153,0.9995781052112579
1,oja,iid,800,51152,25563,25589,0.6326637058258057,80.52,77.4939962300291,15.160827674865722,0.48339291512966154,10.0,7.688322134017945,0.999306230545044
1,oja,iid,850,54352,27128,27224,0.6311988653182984,80.84,78.21530405781033,14.879635238647461,0.48731465578079225,10.0,7.824461898803711,0.9993281066417694
1,oja,iid,900,57552,28679,28873,0.6348426910400391,80.37,77.69398441504667,14.813920574188232,0.478648487329483,10.0,7.95623251914978,0.9991843533515931
1,oja,iid,950,60752,30263,30489,0.618555596446991,80.9,78.5323215960075,14.937940101623536,0.4888761523365974,10.0,8.068162269592285,0.9989187324047089
1,oja,iid,1000,63952,31858,32094,0.6095363842964172,80.94,78.56309102047726,14.729764366149903,0.4786115264892578,10.0,8.179818267822265,0.998834353685379
1,oja,iid,1050,67152,33409,33743,0.6149008585453033,80.55,78.93055374284756,14.538935565948487,0.4710555070638657,10.0,8.291087951660156,0.9989218556880951
1,oja,iid,1100,70352,35008,35344,0.6021412776947022,80.41,78.25126277407546,14.516324615478515,0.4708916729688644,10.0,8.40167013168335,0.9989187300205231
1,oja,iid,1150,73552,36592,36960,0.5898246185302735,81.5,79.23906659464265,14.7169016456604,0.4530495321750641,10.0,8.506793060302734,0.9986562323570252
1,oja,iid,1200,76752,38206,38546,0.586592624092102,81.83,79.9378609442326,14.585123710632324,0.49201448559761046,10.0,8.60567512512207,0.9988499796390533
1,oja,iid,1250,79952,39806,40146,0.5913693358421326,81.34,79.64547291783825,14.573867702484131,0.4579828625917435,10.0,8.697405033111572,0.9985187280178071
1,oja,iid,1300,83152,41401,41751,0.5753367473602294,82.19,79.39230410874053,14.553784217834473,0.44121735990047456,10.0,8.776881866455078,0.9986906027793885
1,oja,iid,1350,86352,43048,43304,0.5687464502811432,81.72,79.32335806184916,14.583432159423829,0.4669444990158081,10.0,8.862115879058837,0.9984812271595002
1,oja,iid,1400,89552,44672,44880,0.5731145619392395,81.74,79.57636180032577,14.490317401885987,0.4387694400548935,10.0,8.946996440887451,0.9983093547821045
1,oja,iid,1450,92752,46325,46427,0.5711110849380493,81.74,79.94942452326815,14.625647640228271,0.4596801716089249,10.0,9.038428993225098,0.998449981212616
1,oja,iid,1500,95952,47945,48007,0.5570004509925842,82.18,80.02832327809622,14.692943687438964,0.43638231217861173,10.0,9.119483470916748,0.9982781064510345
1,oja,iid,1550,99152,49564,49588,0.5658994022369385,82.34,80.691896261388,14.490005016326904,0.4646033003926277,10.0,9.196707401275635,0.9984562218189239
1,oja,iid,1600,102304,51187,51117,0.5557652371406555,82.29,80.26887650521037,14.760025424957275,0.45770699441432955,10.0,9.282136268615723,0.9983249783515931
1,oja,iid,1650,105504,52865,52639,0.5534819918632508,82.75,80.83025603092028,14.590306758880615,0.44302475452423096,10.0,9.363953132629394,0.9982374787330628
1,oja,iid,1700,108704,54398,54306,0.5504357484817505,82.57,80.57091418526304,14.387436237335205,0.4239385920763016,10.0,9.436909942626952,0.9983218514919281
1,oja,iid,1750,111904,55974,55930,0.5457712810516357,83.1,81.00468704684938,14.415473747253419,0.4685858243703842,10.0,9.517623863220216,0.9982156026363372
1,oja,iid,1800,115104,57580,57524,0.548635638999939,82.83,81.25144697699336,14.611254215240479,0.4344254070520401,10.0,9.592882080078125,0.9979093539714813
1,oja,iid,1850,118304,59163,59141,0.5451039030075073,83.04,81.08474158204146,14.47974702835083,0.4515875816345215,10.0,9.665268020629883,0.9984062278270721
1,oja,iid,1900,121504,60756,60748,0.5342340154647827,83.58,81.28948708376849,14.449259300231933,0.4528965163230896,10.0,9.745545635223388,0.9985374820232391
1,oja,iid,1950,124704,62299,62405,0.533308034658432,83.39,81.27921474798777,14.450422096252442,0.4417271715402603,10.0,9.817211666107177,0.9985843527317048
1,oja,iid,2000,127904,63932,63972,0.5233347244739532,83.72,81.41686290177562,14.535878448486327,0.4377154499292374,10.0,9.899651947021484,0.9982906031608582
1,oja,iid,2050,131104,65497,65607,0.5401213559150696,83.17,81.49134421007541,14.506652469635009,0.4446562087535858,10.0,9.974458389282226,0.9982999753952027
1,oja,iid,2100,134304,67137,67167,0.5285894631385804,83.34,81.18475273564245,14.47181022644043,0.4203963503241539,10.0,10.04034215927124,0.9984687328338623
1,oja,iid,2150,137504,68738,68766,0.5307997803688049,83.73,81.9306359270851,14.607875938415527,0.4154790508747101,10.0,10.119551944732667,0.9983499705791473
1,oja,iid,2200,140704,70318,70386,0.5333582069396973,83.46,81.81438041352217,14.513565788269043,0.45131717681884764,10.0,10.19750804901123,0.9983718562126159
1,oja,iid,2250,143904,71893,72011,0.5283261194705963,83.58,81.83527071151687,14.3652730178833,0.4602503603696823,10.0,10.267950611114502,0.9985562324523926
1,oja,iid,2300,147104,73535,73569,0.5270486615180969,83.57,81.74072618407335,14.686923961639405,0.4265964847803116,10.0,10.335598945617676,0.9984281075000763
1,oja,iid,2350,150256,75123,75133,0.5094207928657531,84.11,81.64583328050063,14.706005744934082,0.4564111149311066,10.0,10.401785354614258,0.9986406028270721
1,oja,iid,2400,153456,76733,76723,0.5176583955287933,84.05,82.08906679014785,14.522138690948486,0.4384464213252068,10.0,10.469845581054688,0.9983062291145325
1,oja,iid,2450,156656,78367,78289,0.5107893220901489,84.18,81.99167831388286,14.588048019409179,0.42473922312259677,10.0,10.538108673095703,0.9986531031131745
1,oja,iid,2500,159856,80010,79846,0.5107624662399292,84.16,82.14708252443504,14.445486087799072,0.4101967996358871,10.0,10.601011257171631,0.9985281026363373
1,oja,iid,2550,163056,81558,81498,0.5099918508529663,84.32,82.30735815518057,14.40458589553833,0.41391670644283296,10.0,10.670772380828858,0.9987468564510346
1,oja,iid,2600,166256,83137,83119,0.5044229583263398,84.49,82.43212573747743,14.502452163696288,0.41963637471199033,10.0,10.743663635253906,0.9982218527793885
1,oja,iid,2650,169456,84782,84674,0.5028882013320923,84.76,82.7332501485656,14.62085548400879,0.44002416372299197,10.0,10.810766468048095,0.9982531023025513
1,oja,iid,2700,172656,86380,86276,0.5130367508888245,84.36,82.68751502237646,14.532156715393066,0.4071769240498543,10.0,10.868040714263916,0.998399977684021
1,oja,iid,2750,175856,87998,87858,0.5055686642169952,84.56,82.71592853328704,14.647558879852294,0.4354051998257637,10.0,10.927621002197265,0.998290604352951
1,oja,iid,2800,179056,89585,89471,0.5008620261192321,84.57,82.70258080743604,14.485964412689208,0.42148008465766906,10.0,10.991513366699218,0.998393725156784
1,oja,iid,2850,182256,91167,91089,0.5061072274208069,84.64,82.96224015651603,14.607440147399902,0.43611822128295896,10.0,11.0532204246521,0.9983968567848206
1,oja,iid,2900,185456,92785,92671,0.4940252171993256,84.6,82.24303798692397,14.498382301330567,0.4235736235976219,10.0,11.113025550842286,0.9984312248229981
1,oja,iid,2950,188656,94429,94227,0.4978903298377991,84.73,82.89768749092619,14.618767108917236,0.4234823471307754,10.0,11.18062463760376,0.9982343554496765
1,oja,iid,3000,191856,96035,95821,0.49122957463264466,84.94,82.92450495172515,14.496274490356445,0.4469276911020279,10.0,11.24851037979126,0.9984343492984772
1,oja,iid,3050,195056,97602,97454,0.4901093365192413,84.86,82.82576684130467,14.463835525512696,0.444007368683815,10.0,11.308622646331788,0.9985343551635742
1,oja,iid,3100,198256,99137,99119,0.490288866853714,85.26,83.31342660296417,14.602563991546631,0.4341993296146393,10.0,11.37173765182495,0.9988124787807464
1,oja,iid,3150,201408,100702,100706,0.4939860652923584,84.71,82.98664519943354,14.791025161743164,0.4329486006498337,10.0,11.438437938690186,0.9983937287330628
1,oja,iid,3200,204608,102257,102351,0.4867144323825836,84.86,82.90559673006915,14.582262744903565,0.41297764211893084,10.0,11.499977684020996,0.998359352350235
1,oja,iid,3250,207808,103880,103928,0.4897943247795105,84.71,82.84498302394533,14.63502920150757,0.3762557554244995,10.0,11.564519176483154,0.9985031020641327
1,oja,iid,3300,211008,105458,105550,0.4962173741340637,84.39,82.48903489648634,14.630031833648681,0.3948580706119537,10.0,11.630797119140626,0.9983218550682068
1,oja,iid,3350,214208,107061,107147,0.48924208040237427,85.04,83.17678103537153,14.486336517333985,0.4290360468626022,10.0,11.687092952728271,0.9987343537807465
1,oja,iid,3400,217408,108658,108750,0.49010331087112424,84.86,83.13036491330817,14.581175670623779,0.39962740540504454,10.0,11.741070976257324,0.9986156046390533
1,oja,iid,3450,220608,110220,110388,0.4920974715709686,84.96,83.50160731255008,14.695350341796875,0.4147340747714043,10.0,11.795788612365723,0.9981874823570251
1,oja,iid,3500,223808,111858,111950,0.48081425609588624,85.13,83.16582789745351,14.651449565887452,0.412440864443779,10.0,11.84671859741211,0.9986593520641327
1,oja,iid,3550,227008,113480,113528,0.4772713327407837,85.27,83.21507495343452,14.55522705078125,0.423491071164608,10.0,11.899474468231201,0.9984624779224396
1,oja,iid,3600,230208,115091,115117,0.4773738363742828,85.44,83.36152183404712,14.532238140106202,0.41378511250019073,10.0,11.949892101287842,0.9985593533515931
1,oja,iid,3650,233408,116702,116706,0.4806607075214386,85.04,83.16885468815211,14.373015174865722,0.45046626091003417,10.0,12.00220027923584,0.9986968529224396
1,oja,iid,3700,236608,118303,118305,0.486465044260025,84.92,83.2877242340867,14.475137176513671,0.4235976767539978,10.0,12.053615627288819,0.9986843550205231
1,oja,iid,3750,239808,119925,119883,0.4781027939796448,85.32,83.50220157403879,14.61811092376709,0.4253364136815071,10.0,12.10703577041626,0.9985124838352203
1,oja,iid,3800,243008,121488,121520,0.4774332114696503,85.31,83.37418242345974,14.755574340820312,0.4177734699845314,10.0,12.157294731140137,0.9983781039714813
1,oja,iid,3850,246208,123088,123120,0.48452450704574584,84.76,83.22472343416732,14.528957405090331,0.42615162014961244,10.0,12.215426769256592,0.9983968532085419
1,oja,iid,3900,249408,124699,124709,0.4719335403442383,85.57,83.63007365815471,14.612631206512452,0.4137451332807541,10.0,12.271091403961181,0.998646856546402
1,oja,iid,3950,252560,126265,126295,0.47860016045570375,85.25,83.66218268180236,14.737566108703612,0.44516089200973513,10.0,12.318569297790527,0.9983124768733979
1,oja,iid,4000,255760,127851,127909,0.4717941400527954,85.56,83.70509800058821,14.546863842010499,0.3970883104205132,10.0,12.379316577911377,0.998634352684021
2,oja,iid,0,0,0,0,2.3977345001220702,8.31,9.107946383436019,,,,,
2,oja,iid,50,3200,1661,1539,1.934419856262207,57.05,53.636683943692944,9.6589666557312,0.6890361446142197,10.0,1.9120798182487488,1.0
2,oja,iid,100,6400,3262,3138,1.4754481178283692,69.63,66.03118919266656,11.818853855133057,0.6857949978113175,10.0,2.5882861614227295,1.0
2,oja,iid,150,9600,4867,4733,1.151866519355774,76.76,73.38451947032596,13.758125095367431,0.5857182335853577,10.0,3.4996706104278563,1.0
2,oja,iid,200,12800,6446,6354,0.9475400644302369,77.39,73.31490666765431,15.110344543457032,0.5349116170406342,10.0,4.278553524017334,1.0
2,oja,iid,250,16000,8033,7967,0.8594031023025512,77.34,74.65075256727728,16.054526062011718,0.5342885082960129,10.0,4.889412260055542,1.0
2,oja,iid,300,19200,9601,9599,0.8025102577209473,79.01,76.4987426915176,16.335463180541993,0.485265451669693,10.0,5.365933609008789,1.0
2,oja,iid,350,22400,11206,11194,0.749431591129303,79.36,76.37970631764213,16.305595226287842,0.4972179192304611,10.0,5.7612449741363525,1.0
2,oja,iid,400,25600,12805,12795,0.7267707525253296,79.53,76.6734244108044,16.339294815063475,0.48909921288490293,10.0,6.09588701248169,0.9999937498569489
2,oja,iid,450,28800,14440,14360,0.7071454404830932,79.83,77.48259081074816,16.07119079589844,0.4661285650730133,10.0,6.377313175201416,0.9999749982357025
2,oja,iid,500,32000,16026,15974,0.6789219548225403,80.18,77.06949777462121,15.721444129943848,0.4770235359668732,10.0,6.627605037689209,0.9999343729019166
2,oja,iid,550,35200,17619,17581,0.6717622246742249,80.81,78.94751558648426,15.558278770446778,0.4705100357532501,10.0,6.847887277603149,0.9998999941349029
2,oja,iid,600,38400,19210,19190,0.658405348777771,80.5,78.43474659667768,15.569868412017822,0.46851378262043,10.0,7.051252908706665,0.9997749936580658
2,oja,iid,650,41600,20824,20776,0.6374752529144287,81.31,78.85605530861538,15.353911075592041,0.4524715447425842,10.0,7.231950759887695,0.9995093548297882
2,oja,iid,700,44800,22390,22410,0.6475648695945739,80.78,78.83439297458321,15.259684524536134,0.4881661677360535,10.0,7.390297117233277,0.9994031095504761
