seed,variant,phase,step,examples_seen,old_examples_seen,new_examples_seen,valid_joint_loss,valid_joint_micro_accuracy,valid_joint_macro_accuracy,mean_lin1_update_norm,mean_lin2_update_norm,mean_lin1_weight_norm,mean_lin2_weight_norm,mean_hidden_active_fraction
0,oja,iid,0,0,0,0,2.418802035903931,10.57,10.278602713385322,,,,,
0,oja,iid,50,3200,1558,1642,1.9040240585327148,55.39,48.16453344544684,9.38578356742859,0.6955603605508804,10.0,1.9286271595954896,1.0
0,oja,iid,100,6400,3094,3306,1.4426581935882568,71.97,65.25916939866296,11.349500503540039,0.6603771662712097,10.0,2.6159864330291747,1.0
0,oja,iid,150,9600,4696,4904,1.140376277923584,73.29,69.38468479137421,13.570457019805907,0.6253213995695114,10.0,3.5263315343856814,1.0
0,oja,iid,200,12800,6353,6447,0.9493329235076904,76.74,72.83981779126755,15.106272735595702,0.5493964338302613,10.0,4.307766790390015,1.0
0,oja,iid,250,16000,7958,8042,0.854367484664917,77.09,73.79272274386406,15.62271957397461,0.5193958163261414,10.0,4.921170167922973,1.0
0,oja,iid,300,19200,9592,9608,0.7896083985328675,78.19,74.29647158859365,16.19519477844238,0.48931036770343783,10.0,5.40642970085144,1.0
0,oja,iid,350,22400,11212,11188,0.7653099926948548,78.6,76.47913039204563,16.100225296020508,0.4994754049181938,10.0,5.799001512527465,1.0
0,oja,iid,400,25600,12786,12814,0.7311171107292175,78.9,76.29477088468526,15.999568138122559,0.4925022238492966,10.0,6.1202060508728025,1.0
0,oja,iid,450,28800,14379,14421,0.7104169058799744,79.35,77.16865722213396,16.137720947265624,0.4703113549947739,10.0,6.395618953704834,0.9999781239032746
0,oja,iid,500,32000,15984,16016,0.687426199054718,79.82,77.37902103407683,16.148728637695314,0.5083827131986618,10.0,6.6395423793792725,0.9999249947071075
0,oja,iid,550,35200,17595,17605,0.672731657409668,80.06,77.80982366801894,15.693094215393067,0.5037567764520645,10.0,6.8602465152740475,0.9998999917507172
0,oja,iid,600,38400,19190,19210,0.6754233319282532,79.85,78.0062536002173,15.619184246063233,0.46792722880840304,10.0,7.055243463516235,0.9997968649864197
0,oja,iid,650,41600,20789,20811,0.6514059666633606,80.01,77.42497468380614,15.431691093444824,0.47677368849515916,10.0,7.231724863052368,0.9997406077384948
0,oja,iid,700,44800,22398,22402,0.6439602892875671,80.5,78.40222163841557,15.127970027923585,0.4642798852920532,10.0,7.400249948501587,0.9995593619346619
0,oja,iid,750,48000,24008,23992,0.6310827236175537,81.2,79.00507494080672,15.148662033081054,0.4679105883836746,10.0,7.544680337905884,0.9993781089782715
0,oja,iid,800,51152,25558,25594,0.6228661320686341,81.36,79.37827185861308,15.19217830657959,0.4570240807533264,10.0,7.677302627563477,0.9991406035423279
0,oja,iid,850,54352,27177,27175,0.6116576536178588,81.75,79.53740440351278,15.150953369140625,0.4548994410037994,10.0,7.818012866973877,0.9990124821662902
0,oja,iid,900,57552,28769,28783,0.6052346799850464,81.83,79.59180364598515,15.13976261138916,0.4413418275117874,10.0,7.948859815597534,0.9991906034946442
0,oja,iid,950,60752,30366,30386,0.6078036765098572,82.22,80.71758139219594,14.87098949432373,0.4321029129624367,10.0,8.0626615524292,0.9988030993938446
0,oja,iid,1000,63952,31942,32010,0.6048937365531921,82.17,80.95492990960304,14.799430637359619,0.43329812288284303,10.0,8.17401792526245,0.9987031054496766
