seed,variant,condition,phase,phase1_steps,step,examples_seen,old_examples_seen,new_examples_seen,valid_old_loss,valid_old_micro_accuracy,valid_old_macro_accuracy,valid_new_loss,valid_new_micro_accuracy,valid_new_macro_accuracy,valid_joint_loss,valid_joint_micro_accuracy,valid_joint_macro_accuracy,mean_lin1_update_norm,mean_lin2_update_norm,mean_lin1_weight_norm,mean_lin2_weight_norm,mean_hidden_active_fraction
0,oja,sequential,2,300,0,0,0,0,0.2866849608405136,91.11865618298785,90.62233956683163,8.183191569689509,0.0,0.0,3.7643065330028533,50.99,45.311169783415814,,,,,
0,oja,sequential,2,300,50,3200,0,3200,3.3917444619730253,10.72194424588992,6.8886337543053955,1.0008495009887446,73.22888283378747,73.96242579106888,2.3387943250656127,38.25,40.42552977268714,13.351080322265625,1.1030035847425461,10.0,4.4231298828125,1.0
0,oja,sequential,2,300,100,6400,0,6400,4.312130784204468,0.0,0.0,0.7376943756838911,81.31244323342416,80.72775673134943,2.737948994255066,35.81,40.363878365674715,13.96115421295166,0.6102239781618118,10.0,4.856900587081909,1.0
0,oja,sequential,2,300,150,9600,0,9600,4.865861681037669,0.0,0.0,0.599514810796438,84.17347865576748,83.61870411194484,2.986962521934509,37.07,41.80935205597242,14.466576137542724,0.4652581942081451,10.0,5.273178215026856,1.0
0,oja,sequential,2,300,200,12800,0,12800,5.292087364060441,0.0,0.0,0.5252068138577308,85.71752951861944,85.57650373532266,3.192753167772293,37.75,42.78825186766133,14.773578701019288,0.4582303985953331,10.0,5.600422086715699,0.999996874332428
0,oja,sequential,2,300,250,16000,0,16000,5.6072251201954115,0.0,0.0,0.4881279006749256,85.26339691189827,85.6409240732807,3.352774706220627,37.55,42.82046203664035,15.042302646636962,0.3986646270751953,10.0,5.86856614112854,0.9999874997138977
0,oja,sequential,2,300,300,19200,0,19200,5.903280700250043,0.0,0.0,0.44430951336965463,86.71662125340599,86.66887646117118,3.4991497902870177,38.19,43.33443823058559,15.186547527313232,0.37214293152093886,10.0,6.09379846572876,0.9999937498569489
0,oja,sequential,2,300,350,22400,0,22400,6.14943059262759,0.0,0.0,0.41638416625714975,86.8755676657584,86.51668915318868,3.62459694519043,38.26,43.25834457659434,15.370845584869384,0.3611144691705704,10.0,6.286377410888672,0.9999906241893768
0,oja,sequential,2,300,400,25576,0,25576,6.3456312970999225,0.0,0.0,0.4040561668392098,87.55676657584014,87.45893767559957,3.728961611366272,38.56,43.729468837799786,15.363008079528809,0.35501901924610135,10.0,6.448397436141968,0.999949996471405
0,oja,sequential,2,300,450,28776,0,28776,6.528617710279856,0.0,0.0,0.3920509350451418,87.78383287920073,87.77611288368146,3.826073701095581,38.66,43.88805644184073,15.246532039642334,0.32630676329135894,10.0,6.592223434448242,0.9999656212329865
0,oja,sequential,2,300,500,31976,0,31976,6.738958461017077,0.0,0.0,0.3843689180308315,88.0108991825613,88.23567540301428,3.9403972264766693,38.76,44.11783770150714,15.147061882019043,0.3488894242048264,10.0,6.721860332489014,0.9999437439441681
0,oja,sequential,2,300,550,35176,0,35176,6.854159002733537,0.0,0.0,0.36634614790276326,88.32879200726612,88.18592759032683,3.9969262212276457,38.9,44.09296379516341,15.130516185760499,0.32770130574703216,10.0,6.835610752105713,0.9999031174182892
0,oja,sequential,2,300,600,38376,0,38376,7.00576114177363,0.0,0.0,0.36438610895344825,88.41961852861036,88.34172576974332,4.08089957678318,38.94,44.17086288487166,14.975119438171387,0.3371046727895737,10.0,6.943772344589234,0.9998593652248382
0,oja,sequential,2,300,650,41576,0,41576,7.216840225257901,0.0,0.0,0.3735702689077289,88.05631244323342,88.51198745185022,4.203064139127731,38.78,44.255993725925116,14.888597984313964,0.3512620389461517,10.0,7.034323101043701,0.9999156177043915
0,oja,sequential,2,300,700,44776,0,44776,7.240711068323121,0.0,0.0,0.350823599814719,88.37420526793824,88.17626582348643,4.206404626965523,38.92,44.088132911743216,14.960593147277832,0.3274097311496735,10.0,7.111432580947876,0.9998187375068665
0,oja,sequential,2,300,750,47976,0,47976,7.341584886628615,0.0,0.0,0.34578812736797937,88.62397820163488,88.4500022024176,4.2606359914302825,39.03,44.2250011012088,14.859814186096191,0.3255953732132912,10.0,7.18290756225586,0.9998749911785125
0,oja,sequential,2,300,800,51152,0,51152,7.458285937742134,0.0,0.0,0.3538866365475616,88.51044504995458,88.76066062986294,4.329508490562439,38.98,44.38033031493147,14.710526962280273,0.3132282462716103,10.0,7.24951943397522,0.9998631191253662
0,oja,sequential,2,300,850,54352,0,54352,7.594044318618392,0.0,0.0,0.3468049931645285,88.57856494096276,88.63455184396719,4.402360117888451,39.01,44.317275921983594,14.501106662750244,0.3156467884778976,10.0,7.313563995361328,0.9997937381267548
0,oja,sequential,2,300,900,57552,0,57552,7.608084663652879,0.0,0.0,0.3366355043882462,88.96457765667574,88.91232502856253,4.405738454461098,39.18,44.45616251428127,14.653243255615234,0.3300915622711182,10.0,7.377932577133179,0.9997812378406524
0,oja,sequential,2,300,950,60752,0,60752,7.683795895552618,0.0,0.0,0.3446769702174683,88.57856494096276,88.75731225182196,4.451647920513153,39.01,44.37865612591098,14.645588474273682,0.3268744766712189,10.0,7.4398531723022465,0.9997874879837036
0,oja,sequential,2,300,1000,63952,0,63952,7.748685468001566,0.0,0.0,0.33270737596471994,89.12352406902815,89.01179869345899,4.482688716959953,39.25,44.505899346729485,14.48289529800415,0.32643883615732194,10.0,7.491810855865478,0.9997656106948852
0,oja,sequential,2,300,1050,67152,0,67152,7.773960489132644,0.0,0.0,0.3254041408377274,89.32788374205268,89.0951200422491,4.493616272163391,39.34,44.54756002112455,14.402782611846924,0.33051201164722444,10.0,7.544319829940796,0.9997031140327454
0,oja,sequential,2,300,1100,70352,0,70352,7.866866611428905,0.0,0.0,0.3223580265997974,89.39600363306086,89.05856047696315,4.54426503276825,39.37,44.529280238481576,14.498641548156739,0.3518433764576912,10.0,7.5907094764709475,0.9996562349796295
0,oja,sequential,2,300,1150,73552,0,73552,7.948576572028291,0.0,0.0,0.3297689226028813,89.32788374205268,89.29230837314097,4.593253683972359,39.34,44.646154186570485,14.520855140686034,0.3424869367480278,10.0,7.637290439605713,0.9996218597888946
0,oja,sequential,2,300,1200,76728,0,76728,7.986340075582159,0.0,0.0,0.32694626506840935,89.30517711171662,89.23314985061138,4.613143039369583,39.33,44.61657492530569,14.486707324981689,0.3409994727373123,10.0,7.679489946365356,0.9996149837970734
0,oja,sequential,2,300,1250,79928,0,79928,8.037000793146184,0.0,0.0,0.32523292552114724,89.44141689373296,89.36166703950329,4.64073822196722,39.39,44.68083351975164,14.377854957580567,0.3101735857129097,10.0,7.719105033874512,0.9997187304496765
0,oja,sequential,2,300,1300,83128,0,83128,8.077936390623865,0.0,0.0,0.3170961647765621,89.5322434150772,89.10205593619716,4.660062357568741,39.43,44.55102796809858,14.305869598388671,0.2936350783705711,10.0,7.768738117218017,0.9996906077861786
0,oja,sequential,2,300,1350,86328,0,86328,8.078888490934556,0.0,0.0,0.3126964537692438,90.05449591280654,89.71829092086922,4.658657517528534,39.66,44.85914546043461,14.247130088806152,0.31148660361766817,10.0,7.816310529708862,0.9996374857425689
0,oja,sequential,2,300,1400,89528,0,89528,8.146641755121108,0.0,0.0,0.3142875863355902,89.87284287011808,89.67241581602562,4.697272981047631,39.58,44.83620790801281,14.347669563293458,0.3093664410710335,10.0,7.856925773620605,0.999634360074997
0,oja,sequential,2,300,1450,92728,0,92728,8.194803833024173,0.0,0.0,0.3148637558253216,89.9182561307902,89.72926217944715,4.724478221344948,39.6,44.864631089723574,14.206445789337158,0.2962761041522026,10.0,7.8939408016204835,0.9996156048774719
0,oja,sequential,2,300,1500,95928,0,95928,8.237875393069242,0.0,0.0,0.30922640333600093,89.9182561307902,89.33001411688808,4.746098381233216,39.6,44.66500705844404,14.16936056137085,0.3351426711678505,10.0,7.936234741210938,0.9995312297344208
0,oja,sequential,2,300,1550,99128,0,99128,8.230581827552255,0.0,0.0,0.3074231840311452,90.12261580381471,89.81504502761834,4.741222758841515,39.69,44.90752251380917,14.331452693939209,0.31326528638601303,10.0,7.982057714462281,0.9995249807834625
0,oja,sequential,2,300,1600,102304,0,102304,8.315796655787153,0.0,0.0,0.3140964725280653,89.73660308810173,89.72862924238234,4.791847893095016,39.52,44.86431462119117,14.343411502838135,0.3203840708732605,10.0,8.021144409179687,0.9994568574428558
0,oja,sequential,2,300,1650,105504,0,105504,8.357792568683966,0.0,0.0,0.3100619733902024,90.23614895549501,90.2430406049031,4.813572010731697,39.74,45.12152030245155,14.199329338073731,0.2786300277709961,10.0,8.066774330139161,0.9995062303543091
0,oja,sequential,2,300,1700,108704,0,108704,8.382264561274804,0.0,0.0,0.30688996714532213,90.03178928247048,89.8545812067036,4.8258695894241335,39.65,44.9272906033518,14.029143753051757,0.3073046377301216,10.0,8.116562938690185,0.9995593547821044
0,oja,sequential,2,300,1750,111904,0,111904,8.407499684189967,0.0,0.0,0.30985611769202404,90.00908265213442,90.02915017301048,4.84129746030569,39.64,45.01457508650524,14.221515769958495,0.3062348058819771,10.0,8.156309413909913,0.9995468533039094
0,oja,sequential,2,300,1800,115104,0,115104,8.384022073970684,0.0,0.0,0.2973751485699637,90.53133514986376,90.2192989797575,4.8226627661705015,39.87,45.10964948987875,14.347269897460938,0.3060854172706604,10.0,8.192742958068848,0.9993499767780304
0,oja,sequential,2,300,1850,118304,0,118304,8.439446576072797,0.0,0.0,0.3022453512363711,90.09990917347865,89.99887540005143,4.855823155379295,39.68,44.999437700025716,14.297664966583252,0.3214270457625389,10.0,8.223181991577148,0.99950310587883
0,oja,sequential,2,300,1900,121504,0,121504,8.46432091969946,0.0,0.0,0.2977464140598391,90.37238873751136,90.18094971700512,4.8677615088701245,39.8,45.09047485850256,14.234346084594726,0.2920313638448715,10.0,8.264675731658935,0.9994937288761139
0,oja,sequential,2,300,1950,124704,0,124704,8.520560852198026,0.0,0.0,0.3007777126456909,90.23614895549501,90.12092717926255,4.900568357181549,39.74,45.06046358963128,14.296647701263428,0.29709546074271204,10.0,8.313793888092041,0.9995218527317047
0,oja,sequential,2,300,2000,127880,0,127880,8.526399577660932,0.0,0.0,0.2968354703998912,90.64486830154405,90.523562706687,4.902099544000626,39.92,45.2617813533435,14.182895183563232,0.28997254490852353,10.0,8.3496808052063,0.9994831037521362
0,oja,sequential,2,300,2050,131080,0,131080,8.537098625543035,0.0,0.0,0.3005603006165424,90.46321525885558,90.3794183916781,4.909727146625519,39.84,45.18970919583905,13.933933429718017,0.2939683164656162,10.0,8.393007411956788,0.9995499789714813
0,oja,sequential,2,300,2100,134280,0,134280,8.654847418435391,0.0,0.0,0.29567517123635956,90.44050862851952,90.21553890611776,4.973467959856987,39.83,45.10776945305888,14.305935020446777,0.3033019983768463,10.0,8.43430170059204,0.9992874789237977
0,oja,sequential,2,300,2150,137480,0,137480,8.648156932288192,0.0,0.0,0.29397753353393913,90.48592188919164,90.35715519557634,4.968976324856281,39.85,45.17857759778817,14.120564498901366,0.2812772777676582,10.0,8.476870803833007,0.9993812322616578
0,oja,sequential,2,300,2200,140680,0,140680,8.612317816030135,0.0,0.0,0.2916905523348028,90.75840145322434,90.59920780184169,4.947913568806649,39.97,45.29960390092084,14.137825527191161,0.30404150575399397,10.0,8.516295757293701,0.9994593501091004
0,oja,sequential,2,300,2250,143880,0,143880,8.672283512767168,0.0,0.0,0.28931164912047114,90.66757493188011,90.42120005591363,4.980422707772255,39.93,45.210600027956815,14.091318035125733,0.27732270151376726,10.0,8.550154190063477,0.9993968582153321
0,oja,sequential,2,300,2300,147080,0,147080,8.700860504766633,0.0,0.0,0.28766288073034746,90.82652134423252,90.56395286197136,4.995688269543648,40.0,45.28197643098568,14.370388145446777,0.2675176545977592,10.0,8.585359115600586,0.9992749798297882
0,oja,sequential,2,300,2350,150256,0,150256,8.694434864679518,0.0,0.0,0.2840941896582603,90.87193460490464,90.50635421826931,4.990520829319954,40.02,45.253177109134654,14.347395133972167,0.2651598632335663,10.0,8.62141445159912,0.9993837261199952
0,oja,sequential,2,300,2400,153456,0,153456,8.6819252807639,0.0,0.0,0.27885326127319526,90.91734786557674,90.3323923932442,4.9812123638629915,40.04,45.166196196622096,14.07190902709961,0.269433462023735,10.0,8.666829204559326,0.9993812274932862
0,oja,sequential,2,300,2450,156656,0,156656,8.762957893327954,0.0,0.0,0.2835251963024893,90.9400544959128,90.6206426491279,5.028615731859207,40.05,45.31032132456395,14.07532838821411,0.30507515847682953,10.0,8.706841144561768,0.9992843556404114
0,oja,sequential,2,300,2500,159856,0,159856,8.790399947449341,0.0,0.0,0.28136730494551176,91.00817438692098,90.6740496948623,5.04302197085619,40.08,45.33702484743115,14.11523136138916,0.2708072116971016,10.0,8.747452545166016,0.9994499814510346
0,oja,interleaved,2,300,0,0,0,0,0.2866849608405136,91.11865618298785,90.62233956683163,8.183191569689509,0.0,0.0,3.7643065330028533,50.99,45.311169783415814,,,,,
0,oja,interleaved,2,300,50,3200,1600,1600,0.7218102611244535,88.27734095782702,87.23993041303223,1.6866229474815209,30.517711171662125,27.44455638956989,1.1467137712478637,62.84,57.34224340130106,15.11160499572754,0.8724049574136734,10.0,4.40080451965332,0.9999531209468842
0,oja,interleaved,2,300,100,6400,3200,3200,0.7079087894162253,85.47176554681916,84.1852107539665,1.4446666560099408,46.93460490463215,45.06262578816494,1.032376957511902,68.5,64.62391827106573,14.909341793060303,0.5816814821958541,10.0,4.729772214889526,0.9998781156539917
0,oja,interleaved,2,300,150,9600,4800,4800,0.7067715638530859,83.79199428162974,82.13856306625046,1.2343109327484325,57.9700272479564,56.88794136859268,0.9390999001502991,72.42,69.51325221742157,15.196696815490723,0.5741996610164642,10.0,5.112186613082886,0.9996593570709229
0,oja,interleaved,2,300,200,12800,6400,6400,0.666368587260761,84.18513223731236,82.73307206812161,1.1507399006392283,62.148047229791096,61.133564981148524,0.8796857151985168,74.48,71.93331852463508,15.000520629882812,0.5333674317598343,10.0,5.461717367172241,0.9995374798774719
0,oja,interleaved,2,300,250,16000,8000,8000,0.6472498449450991,85.16797712651895,84.18900539174703,1.0769515470631223,62.851952770208904,61.7423580835828,0.8364904745101929,75.34,72.96568173766491,15.039603099822997,0.49488843023777007,10.0,5.776250638961792,0.9994406056404114
