seed,variant,phase,step,examples_seen,old_examples_seen,new_examples_seen,valid_joint_loss,valid_joint_micro_accuracy,valid_joint_macro_accuracy,mean_lin1_update_norm,mean_lin2_update_norm,mean_lin1_weight_norm,mean_lin2_weight_norm,mean_hidden_active_fraction
0,soft_wta,iid,300,19200,9592,9608,16.655979760742188,9.58,10.0,8508.502294921875,94.99710884094239,10.00000005722046,5.071544671058655,0.01176406215876341
0,soft_wta,iid,400,25600,12786,12814,17.645170330810547,4.21,10.0,8510.9492578125,95.17054672241211,10.000000076293945,5.111234455108643,0.011532812220975757
0,soft_wta,iid,500,32000,15984,16016,14.898989644634725,9.23,10.0,8511.248134765625,94.04903060913085,10.000000171661377,5.02560795545578,0.011326562259346246
0,soft_wta,iid,600,38400,19190,19210,16.720452142333983,9.23,10.0,8527.03501953125,93.64563983917236,10.00000005722046,5.005658638477326,0.011792187197133899
0,soft_wta,iid,700,44800,22398,22402,16.869659661865235,8.42,10.0,8527.61576171875,94.44094505310059,10.000000085830688,5.0579813289642335,0.011464062184095382
0,soft_wta,iid,800,51152,25558,25594,16.729662484359743,9.18,10.0,8520.383095703124,95.13249046325683,10.000000123977662,5.192657508850098,0.012078124694526196
0,soft_wta,iid,900,57552,28769,28783,16.720452142333983,9.23,10.0,8513.735947265624,93.72854270935059,10.000000219345093,5.01919821023941,0.01156874974258244
0,soft_wta,iid,1000,63952,31942,32010,16.6725583709836,9.49,10.0,8509.01318359375,94.98337203979492,10.000000171661377,5.122449674606323,0.011228124694898724
0,soft_wta,iid,1100,70352,35191,35161,17.645170330810547,4.21,10.0,8518.890703125,94.46544960021973,10.000000143051148,5.055730295181275,0.011754687195643782
0,soft_wta,iid,1200,76752,38364,38388,16.729662484359743,9.18,10.0,8513.54783203125,94.2232827758789,10.000000114440917,5.015537936687469,0.01147343721240759
