architecture,condition,phase1_old_accuracy,retained_old_accuracy,forgetting,new_class_accuracy,learning_rate,optimizer,seed
784 -> 100 -> 10,sequential,90.08298757989706,0.0,90.08298757989706,92.53512266722583,0.01,none (direct local Oja and delta updates),0
784 -> 100 -> 10,interleaved,90.08298757989706,78.81051177470681,11.272475805190254,78.21346194170685,0.01,none (direct local Oja and delta updates),0
